Type,Mentions,Date,Media,Sentiment,Influencer
rt, merayakan guru nasional stadion pakansari bogor pagi,12/1/2018 23:59,Twitter,0,@jannawi88 (Jannawi)
rt, jokowi,12/1/2018 23:59,Twitter,0,@murny7 (LADY RAIN)
mention, bangga polri penuh cinta kasih sayang,12/1/2018 23:59,Twitter,0,@FerindaUtami (FERINDA PUTRI UTAMI)
mention, jokowi membangun indonesia jokowilagi,12/1/2018 23:59,Twitter,0,@Maria_Gby (Gaby Maria)
rt, teriak nyuruh buy back indosat,12/1/2018 23:59,Twitter,0,@wong_kito_ (wajah_syari)
rt, terima kasih proyek mangkrak kelar sesi presiden diganti,12/1/2018 23:59,Twitter,-1,@Fsilolongan (Roccuzzo)
rt, deklarasi dukung insya allah diumumkan januari,12/1/2018 23:59,Twitter,0,@Mustaki89269931 (Mustakimtakim)
rt, resmikan sesi tol bocimi keheranan mangkrak padahal pemandangan bagus,12/1/2018 23:59,Twitter,-1,@Fsilolongan (Roccuzzo)
rt, kalau saja pemerintah tau bikin semangat mendukung adlh,12/1/2018 23:58,Twitter,0,@Tony_Harto (Indonesia Jo)
rt, iwan fals ngaku netral jaman orba jokowi keliatan tergusur ngaku netral,12/1/2018 23:58,Twitter,-1,@tfq_firdaus (*Bintang Gerilya* #2019PrabowoPresiden)
rt, enak zaman,12/1/2018 23:58,Twitter,0,@mahdlarmy (ÃÂ§ÃÂÃÂÃÂ ÃÂ£ÃÂÃÂ¨ÃÂ±))
mention, kasian nggak kenal ya taunya jokowi kalau rakyat,12/1/2018 23:58,Twitter,0,@batamland (Ã¢ÂÂÃ¢ÂÂÃ¢ÂÂÃ¢ÂÂÃ¢ÂÂÃ¢ÂÂÃ¢ÂÂ¦Ã¢ÂÂ)
mention,,12/1/2018 23:58,Twitter,0,@PemimpinAmanah (Imam Masgartha Kuartanegara)
rt, khawatirkan acara jokowi istiqlal,12/1/2018 23:58,Twitter,0,@mahlukAlloh1 (KerajaanSundaIslam)
reply, maha pendukung jokowi ocehanya,12/1/2018 23:58,Twitter,0,@Ad_Jabasko (Anti_Garundang)
rt, saudaraku,12/1/2018 23:58,Twitter,-1,@Regazzyx (REGAZ Ã¢ÂÂ )
rt, jokowi resmikan tol bocimi mangkrak,12/1/2018 23:58,Twitter,-1,@hayualma (Ã°ÂÂÂ»Ã°ÂÂÂ¶Ã°ÂÂÂ!)
reply, jaman jokowi senang susah buk tidak na orang pergi jakarta reunian,12/1/2018 23:58,Twitter,0,@Agus30252948 (Agus)
mention, ikhtiar presiden jokowi mewujudkan keadilan sosial rakyat indonesia terus digencarkan dengan,12/1/2018 23:58,Twitter,0,@arum_nadia7 (arum nadia)
rt, video perbandingan intelektual prabowo vs jokowi video capres tidak adu,12/1/2018 23:58,Twitter,0,@Hidayat15477967 (Hidayat)
rt, hina jokowi habib bahar bin smith terancam penjara,12/1/2018 23:58,Twitter,0,@Nakei_zahwa (#2019GantiPresiden)
reply, jokowi bikin puisi ya,12/1/2018 23:58,Twitter,0,@AgusBin007 (#Desa Sunyi)
rt, biar tidak ngabur seperti si,12/1/2018 23:58,Twitter,0,@Iiik80384323 (Iiik)
mention, untuk konektivitas pemerintahan membangun infrastruktur mendukung,12/1/2018 23:58,Twitter,0,@cindyagustini3 (Cindy Agustini)
rt, iwan fals pindah lihat posisi jokowi dibawah par iwan bilang netral iwan sangat,12/1/2018 23:58,Twitter,0,@SultanAgunk (Srigala Sendirian)
rt, iwan fals ngaku netral jaman orba jokowi keliatan tergusur ngaku netral,12/1/2018 23:58,Twitter,-1,@Ichwanzein (Ã°ÂÂÂÃ¯Â¸ÂÃ¢ÂÂ duc d'Cilincingston)
reply, insyaa allah gaji guru honorer pemerintahan bapak jokowi baik berkuasa sehat,12/1/2018 23:58,Twitter,0,@LovaLaras (Laras Lova)
rt, ahok dimusuhi dianggap china keras,12/1/2018 23:58,Twitter,0,@Jokowironarto1 (Jokowironarto)
reply, kesempatan presiden joko widodo komitmen indonesia mendukung kemerdekaan,12/1/2018 23:58,Twitter,0,@AlifRadityo1 (Alif Radityo)
rt, bingkisan diembat topeng dicampakan,12/1/2018 23:58,Twitter,-1,@2Dibuka (Don Juan)
rt, peserta reuniakbar212 pendukung pendukung,12/1/2018 23:58,Twitter,0,@HeriawanAdiwan2 (Heriawan Adiwangsa)
reply, analogi ganteng analoginya ngaruhnya saya mihak jokowi sudah putus arahh nampaknya,12/1/2018 23:58,Twitter,-1,@Oldy_sihombing (Stefanus oldy)
rt, teman militan jokowi ahok,12/1/2018 23:58,Twitter,0,@DanyTrie (dedy)
rt, tempe khot,12/1/2018 23:58,Twitter,-1,@lexxrin (Dua aja)
reply, mesjid benci kalau jokowi dalamnya sholat,12/1/2018 23:58,Twitter,0,@hanunk17 (Hanunk17)
rt, kebangetan menteri disitu jokowi digempur sulit wartawan satupun contekan,12/1/2018 23:58,Twitter,0,@BadrutTamamAbd (Badrut Tamam)
mention, terima kasih jokowi sudah membangun desa untuk bangsa jokowimembangundesa tppjawatimur tppilamongan,12/1/2018 23:58,Twitter,0,@amira_puspita3 (amira puspita)
reply, jokowi,12/1/2018 23:58,Twitter,0,@DediPra47211850 (Dedi Pratama)
rt, bentar kejang2 juga nyinyir,12/1/2018 23:58,Twitter,0,@JiuOppa (Hidup adalah kesempatan)
rt, tidak,12/1/2018 23:58,Twitter,0,@Widiatis279 (a concerned citizen)
rt, saudaraku,12/1/2018 23:58,Twitter,-1,@MedanTownChinas (_MtC_)
reply, kalau aku jokowi da tabok den gara2 ektabilitas saya turun mknya diam tidak,12/1/2018 23:58,Twitter,0,@auau1908 (sontoloyo)
rt, iwan fals ngaku netral jaman orba jokowi keliatan tergusur ngaku netral,12/1/2018 23:58,Twitter,-1,@Dedi_eR_PRAGA (#2019PrabowoSandi PRAGA)
rt, iwan sudah membaca peta politik kalau kalah netral,12/1/2018 23:58,Twitter,-1,@StalistS (Stalist Sj)
mention, namanya kritik sih namanya negara demokrasi,12/1/2018 23:58,Twitter,0,@Syahri_Domo (Syahri_IG: @Syahrimande)
rt, suasana pelatihan peningkatan kapasitas pendamping desa aceh grand nanggroe hotel,12/1/2018 23:58,Twitter,1,@NurAsmah1708 (Nur Asmah)
reply, insyaa allah ne non muslim pendukung,12/1/2018 23:58,Twitter,0,@champbrb (champ)
mention, ancaman anak buah peserta nyanyi turunkan jokowi tanggung,12/1/2018 23:58,Twitter,0,@HaloCileungsi (Cileungsi)
rt, prabowo subianto didukung anak cucu jendral sudirman pendiri nu,12/1/2018 23:58,Twitter,0,@Derrywahyudi (Derry Wahyudi)
reply, salah jokowi,12/1/2018 23:58,Twitter,0,@sinyo740423 (alt 19'5)
rt, jokowi dicengin mulu sabar strategi ya kebayang kalau cengan haid jaman harto,12/1/2018 23:58,Twitter,0,@thasyafebriana (ThasyaFM)
mention, dengerin temen tidur sma temennya lgi monas jokowi tidak undang beliau tidak dateng,12/1/2018 23:58,Twitter,0,@Rieyull (Novita Riski Neng Iriani)
rt, maaf jokowi tidak diundang,12/1/2018 23:58,Twitter,-1,@widawardhiansya (BangkitlahNegriku)
mention, keren ngebut bangun infrastruktur asyik menikmati lancarnya perjalanan,12/1/2018 23:58,Twitter,0,@adrian_pradi (Adrian Pradi)
mention, suka video terbaru wajib haram pilih dalilnya habib bahar bin,12/1/2018 23:57,Twitter,0,@adi_maloloh (ADI ILHAM MALOLOH)
rt, pembentukan bumdes duwet kec bojong kab pekalongan smg menjalankan amanah,12/1/2018 23:57,Twitter,0,@AsipKholbihi (Asip Kholbihi)
mention, teras berita alasan bahar bin smith tolak maaf,12/1/2018 23:57,Twitter,0,@teraslampung (TerasLampung)
mention, teras berita panitia reuni pembatalan undangan jokowi terkait bahar,12/1/2018 23:57,Twitter,0,@teraslampung (TerasLampung)
mention,,12/1/2018 23:57,Twitter,0,@PemimpinAmanah (Imam Masgartha Kuartanegara)
rt, biarkan sj reuni sampe jokowi memimpin indonesia untuk kalinya,12/1/2018 23:57,Twitter,0,@daniplacetohide (L1 + Ã¢ÂÂ)
reply, pemuja sok ceramahin orang,12/1/2018 23:57,Twitter,0,@MrJokodok (Teroris SocMed)
reply, mantap jokowilagi kerjakita,12/1/2018 23:57,Twitter,1,@prisciliaagath2 (Priscilia Agatha)
rt, saya prihatin orang2 enggak puas pemerintah jokowi melacurkan logika nuraninya dengan,12/1/2018 23:57,Twitter,0,@leadertampan_ (...)
reply, saya sih setuju langgar bisa menyelamatkan rakyat tidak,12/1/2018 23:57,Twitter,0,@DindaOlivia09 (Dinda Olivia)
rt, enak zaman,12/1/2018 23:57,Twitter,0,@EviYan7 (evi YAN)
reply, suka2 kamu deh bong,12/1/2018 23:57,Twitter,-1,@Istiana72247572 (AE22T)
reply, mantaf maju membangun desa jokowi,12/1/2018 23:57,Twitter,0,@hamzahmuhh (Muhammad Hamzah)
rt, gilss tidak kerennya sih bang,12/1/2018 23:57,Twitter,0,@Sherwins8 (Sherwins)
reply, selamat jendral amanah sangat berat semoga sukses jendral,12/1/2018 23:57,Twitter,0,@lilissutinings1 (Lilis Sutiningsih)
mention, nkri harga mati,12/1/2018 23:57,Twitter,0,@mr_1u5 (Mr1uS)
rt, saya kaum,12/1/2018 23:57,Twitter,0,@Igel_Irawan (Igel_Irawan)
rt, headernya mewah,12/1/2018 23:57,Twitter,0,@ronirustamadji (saburo)
mention, g20worldprolife,12/1/2018 23:57,Twitter,-1,@Mechococo (Mecho Coco)
rt, presiden bermunculan sayang tidak,12/1/2018 23:57,Twitter,0,@FERGUSOKOWI (FERGUSOKOWI)
rt, pasukan masuk monas pasukan guru honorer pasukan ojol lengkap dengan seragamnya goodbye,12/1/2018 23:57,Twitter,0,@ChSuharto (Suharto Ch)
reply, mantaf maju membangun desa jokowi,12/1/2018 23:57,Twitter,0,@indahjeng23 (Indah Ajeng)
rt, ayoo jokowi maju selesaikan mangkrak kesejahteraan rakyat,12/1/2018 23:57,Twitter,0,@MuktiDj1 (Jubir Dungu)
reply,,12/1/2018 23:57,Twitter,-1,@AdielDevis (#R@kjat_Djelat@)
rt, rakyat rindu sby,12/1/2018 23:57,Twitter,0,@chalistarano (.............. .)
rt, khawatirkan acara jokowi istiqlal,12/1/2018 23:57,Twitter,0,@mr_supiansyah (#2019GantiRezimZionis)
rt, saudaraku,12/1/2018 23:57,Twitter,-1,@Fsilolongan (Roccuzzo)
rt, presiden jokowi resmikan tol bocimi seksi i,12/1/2018 23:57,Twitter,0,@ronirustamadji (saburo)
rt, presiden jokowi proses sartifikat tanah dipercepat,12/1/2018 23:57,Twitter,1,@ebunolayomi (Ebun Olayomi)
mention, bangga polri penuh cinta,12/1/2018 23:57,Twitter,0,@gilangd02636186 (gilangdirga)
reply, pendukung,12/1/2018 23:57,Twitter,0,@SpionaseNKRI (ÃÂ§ÃÂÃÂµÃÂ±ÃÂ§ÃÂ· ÃÂ§ÃÂÃÂÃÂ³ÃÂªÃÂÃÂÃÂÃ¢ÂÂ)
reply, bang beda kelas gameofthrones dengan gameofhoax koalisiprabohong,12/1/2018 23:57,Twitter,0,@ebes_quotes (EBES #SangPenghempas)
mention, terimakasih presiden jokowi berkah dana desa desa lebih baik jokowimembangundesa,12/1/2018 23:57,Twitter,0,@meika_visi (Visi Meika)
rt, hina jokowi habib bahar bin smith terancam penjara,12/1/2018 23:57,Twitter,0,@Nuga0814 (Congor McGregor..Ã°ÂÂÂÃ°ÂÂÂ)
reply,,12/1/2018 23:57,Twitter,0,@MrJokodok (Teroris SocMed)
mention,,12/1/2018 23:57,Twitter,0,@PemimpinAmanah (Imam Masgartha Kuartanegara)
rt, iwan fals ngaku netral jaman orba jokowi keliatan tergusur ngaku netral,12/1/2018 23:57,Twitter,-1,@nike_mayasari (nike mayasari)
mention, nissa sabyan jokowi muncul maklumat,12/1/2018 23:56,Twitter,0,@demokrasionline (DEMOKRASI)
reply, ya cek,12/1/2018 23:56,Twitter,0,@Hanypuspita9 (Hany puspita)
rt, ceramah bahar smith penuh,12/1/2018 23:56,Twitter,0,@wahid_sadhig (wahids heryawan)
reply,,12/1/2018 23:56,Twitter,-1,@RomitsuT (Romitsu Top)
reply, sudah nyontek,12/1/2018 23:56,Twitter,0,@SudahToh (Sudartofarel)
rt, enak zaman,12/1/2018 23:56,Twitter,0,@din_77 (didin_darmawan)
reply, bangga polri penuh cinta kasih sayang,12/1/2018 23:56,Twitter,0,@HanifahSyahira (Hanifah Syahira)
rt, enak zaman,12/1/2018 23:56,Twitter,0,@ndittt (Andit Hidayanto)
rt, kemarin presiden jokowi membaca alfatihah rendahkan,12/1/2018 23:56,Twitter,0,@meisterimron (kopyah kyai)
rt, bbm turun jokowi pencitraan bbm teriak jokowi tidak pro rakyat,12/1/2018 23:56,Twitter,0,@JiuOppa (Hidup adalah kesempatan)
rt, hidup guru,12/1/2018 23:56,Twitter,0,@Jack_aj_ (Jack)
reply, hebat hasil penyelidikan polisi bukti fakta dibil,12/1/2018 23:56,Twitter,1,@FanjiD (Fanji Dwija)
mention, breaking yusril ihza mahendra dukungan jokowi,12/1/2018 23:56,Twitter,-1,@basit201 (Abd)
rt, reuni jokowi diundang prabowo tamu kehormatan,12/1/2018 23:56,Twitter,0,@mhdisa_im (Muhammad Isa)
rt, pilpres enak pakai sangat jokowi aamiin didukung partai koalisi prabowo sandi,12/1/2018 23:56,Twitter,0,@Politik_Rakyat (Rakyat_Bersuara)
rt, ya allah merdu suara jokowi menyanyikan lagu jaenudin na ciro,12/1/2018 23:56,Twitter,-1,@mascoker90 (kabar2)
rt, saya prihatin orang2 enggak puas pemerintah jokowi melacurkan logika nuraninya dengan,12/1/2018 23:56,Twitter,0,@faizmubdi (Faizmubdi)
rt, andika perkasa dewan adat papua tidak percaya jokowi,12/1/2018 23:56,Twitter,0,@swindriyati (Windri Yati)
mention, presiden jokowi berhasil menurunkan ketimpangan indonesia pemerataan pembangunan berhasil dicapai,12/1/2018 23:56,Twitter,0,@FadliFairuz9 (Fadli Fairuz)
rt, saudaraku,12/1/2018 23:56,Twitter,-1,@Jelantik5 (Agung)
reply, reuni padahal faktanya ummat islam dukung jokowi,12/1/2018 23:56,Twitter,0,@putra_sholeh52 (Putra_Sholeh)
reply, mengabdi rakyat penuh kedamain oya peresmian jalan desa drainase dengan dana desa belum,12/1/2018 23:56,Twitter,0,@FitriLestarrii6 (Fitri Lestari)
rt, saya prihatin orang2 enggak puas pemerintah jokowi melacurkan logika nuraninya dengan,12/1/2018 23:56,Twitter,0,@ridhoburger (Ridho Anugerah)
rt, jokowi best twitter,12/1/2018 23:56,Twitter,0,@CebongBajaHitam (jokowi is the best)
rt, presiden jokowi resmikan tol bocimi seksi i,12/1/2018 23:56,Twitter,0,@NiaAdila2 (NiaaaaÃ¢ÂÂ¤)
reply, bikin saja dangdutan panitianya kubu jokowi,12/1/2018 23:56,Twitter,0,@gemawang (joko utomo)
rt, ahok dimusuhi dianggap china keras,12/1/2018 23:56,Twitter,0,@ronirustamadji (saburo)
rt, astagfirullah pertimbangan tidak undang jokowi karena beliau respect dianggap tidak,12/1/2018 23:56,Twitter,0,@NurmaTgr (Nurma Tgr)
reply, alhamdulillah wasyukurillah indonesia beruntung,12/1/2018 23:56,Twitter,0,@ning120377 (Jeonum Ning imnida)
mention,,12/1/2018 23:55,Twitter,0,@PemimpinAmanah (Imam Masgartha Kuartanegara)
reply, pengenalan mencalon,12/1/2018 23:55,Twitter,-1,@DaniDaniChan18 (Chan)
reply, tidak mending dateng kondangan pernikahan dapet pahala,12/1/2018 23:55,Twitter,0,@kimikofen (kimikofend)
rt, jokowi tidak diundang acara prabowo jadi tamu kehormatan menyarankan jokowi tidak,12/1/2018 23:55,Twitter,0,@NurmaTgr (Nurma Tgr)
mention, pemimpin jokowi widodo menang membongkar kesenjangan indonesia pemerataan penyusunan berbuah,12/1/2018 23:55,Twitter,0,@farhanfariz6 (Farhan Fariz)
reply,,12/1/2018 23:55,Twitter,-1,@kangmeirza (#JokowiHarusMenang 0Ã¯Â¸ÂÃ¢ÂÂ£1Ã¯Â¸ÂÃ¢ÂÂ£)
reply, terimakasih aparat negara sipil militer polisi palu keras,12/1/2018 23:55,Twitter,0,@RikoSuhendra4 (Riko Suhendra)
rt, enak zaman,12/1/2018 23:55,Twitter,0,@Ardiawa72290185 (Ardiawan)
rt, bangga presiden hati memperjuangkan hak hak rakyat,12/1/2018 23:55,Twitter,0,@MargaSatyana (A man Called Camvret)
mention, jokowi cinta rakyatnya jokowi1kalilagi jokowilagi,12/1/2018 23:55,Twitter,0,@alfiapratiwi1 (Alfia Pratiwi)
rt, ratusan advokat deklarasikan dukungan,12/1/2018 23:55,Twitter,1,@newagestein (D'CHEBONGERS)
rt, pilpres enak pakai sangat jokowi aamiin didukung partai koalisi prabowo sandi,12/1/2018 23:55,Twitter,0,@mascoker90 (kabar2)
reply, aneh,12/1/2018 23:55,Twitter,-1,@amiradi (jaripah)
reply, maklum bibir dower pipi tembem lagaknya kebanci bancian,12/1/2018 23:55,Twitter,0,@alviona_fahira (Fahira Alviona)
rt, hina jokowi habib bahar bin smith terancam penjara,12/1/2018 23:55,Twitter,0,@gung_022 (gindra)
reply, lagu desaku kucinta semoga dana desa energi positif masyarakat desa,12/1/2018 23:55,Twitter,1,@syifafadill (Syifa Fadilah)
rt, rusak tatanan hukum tangan pdip kepastian hukum dititik nadir dengan memproduksi pasal karet,12/1/2018 23:55,Twitter,0,@suplemen77oke (suplemen77)
rt, rusak tatanan hukum tangan pdip kepastian hukum dititik nadir dengan memproduksi pasal karet,12/1/2018 23:55,Twitter,0,@DidiLendiny (Gawir Berontak)
rt, ngapain pake undang jokowi kalau undang jokowi ya salah sambung jokowi alumni ugm alumni,12/1/2018 23:55,Twitter,0,@ImamSutop (Imam Sutopo)
rt, enak zaman,12/1/2018 23:55,Twitter,0,@ArmanArmando83 (Armando)
rt, enak zaman,12/1/2018 23:55,Twitter,0,@GhaniIthox (abdullah ghani)
reply, oalah prediksinya,12/1/2018 23:55,Twitter,0,@alirahmat51 (Ali Rahmat)
rt, pemaki jokowi identik nempel cendana,12/1/2018 23:55,Twitter,0,@NgopiJahe_09 (Ah_Madun#FNI)
rt, galau,12/1/2018 23:55,Twitter,0,@MuhdFai61813758 (45tahunberlalu)
reply, semoga abri polri solid bersinergi menjaga keamanan negara indonesia baaraka,12/1/2018 23:55,Twitter,0,@RudyHartnto (Rudy Hartanto)
mention, jokowi best twitter,12/1/2018 23:55,Twitter,0,@AndiBeno13 (Abn Abs)
rt, ya allah merdu suara jokowi menyanyikan lagu jaenudin na ciro,12/1/2018 23:55,Twitter,-1,@andrian_ok (andrian)
rt, ceramah bahar smith penuh,12/1/2018 23:55,Twitter,0,@seruanhulu (#2019TetapJKW)
reply, bisa kali share mba bu faktor pilih beliau terus skrg,12/1/2018 23:55,Twitter,1,@NadiaJackangel (Nadia Jack angel)
rt, yaa ampuun bertemu jokowi,12/1/2018 23:55,Twitter,0,@Pasaribu201 (Pasaribu20)
rt, ayo netizen polling pilih pilpres,12/1/2018 23:55,Twitter,-1,@xxx_gil (ogil)
rt, habib bahar bin smith menolak maaf terkait ceramahnya menyebut jokowi kayaknya banci jokowi haid,12/1/2018 23:55,Twitter,0,@aan9920 (aan 99)
reply, bermuka tampan cantik jokowi,12/1/2018 23:55,Twitter,0,@lebys02 (izinkan aku)
rt, hina jokowi habib bahar bin smith terancam penjara,12/1/2018 23:54,Twitter,0,@mukt10 (theo1863)
reply, emang agamanya sarankan periksakan psikiater,12/1/2018 23:54,Twitter,0,@Samuelmanaf4 (Samuelmanaf)
rt, part,12/1/2018 23:54,Twitter,-1,@Ni_Made_Artini (Twins_7120)
rt, jokowi kampanye jabodetabek reuni monas,12/1/2018 23:54,Twitter,0,@Neylandra (LensaÃ°ÂÂÂGaruda)
rt, jokowi resmikan tol bocimi seksi i ruas berjaket bomber,12/1/2018 23:54,Twitter,1,@FAUZINASTY2 (@FAUZINASTY)
rt, reuni jokowi diundang prabowo tamu kehormatan,12/1/2018 23:54,Twitter,0,@R4d3nzee (zee)
rt, teriak nyuruh buy back indosat,12/1/2018 23:54,Twitter,0,@JiuOppa (Hidup adalah kesempatan)
rt, mangkrak presiden jokowi resmikan tol bocimi menteri bumn menteri pupr,12/1/2018 23:54,Twitter,1,@Jelantik5 (Agung)
mention, nawacita presiden jokowi preaiden kebanggaan rakyat membangun indonesia,12/1/2018 23:54,Twitter,0,@feranialika (Ferani Alika)
mention, lihat instagram lihat tagar tol bocimi sangat respect kagum hasil kerja keras,12/1/2018 23:54,Twitter,0,@Serinaptr (Serina Putri)
mention, memimpin indonesia presiden jokowi menorehkan prestasi presiden,12/1/2018 23:54,Twitter,-1,@PemanaAsih (Asih Pemana)
rt, saya prihatin orang2 enggak puas pemerintah jokowi melacurkan logika nuraninya dengan,12/1/2018 23:54,Twitter,0,@icapnursa (icap!Ã¢ÂÂ¿)
rt, buka mata,12/1/2018 23:54,Twitter,0,@NurmaTgr (Nurma Tgr)
rt, habib bahar enggan maaf presiden jokowi,12/1/2018 23:54,Twitter,-1,@almuhtadimd (MM Al Muhtadi MD)
rt, headernya mewah,12/1/2018 23:54,Twitter,0,@GoTotheJek (GotoTheJek)
reply, emm,12/1/2018 23:54,Twitter,0,@Nuryani49270283 (Nuryani)
reply,,12/1/2018 23:54,Twitter,-1,@AdielDevis (#R@kjat_Djelat@)
rt, jokowi lempar senyum sumringah prof yusril ihza mahendra diskusi hukum,12/1/2018 23:54,Twitter,0,@riyadiansorbla (Riyadi)
rt, presiden bermunculan sayang tidak,12/1/2018 23:54,Twitter,0,@RickyNSas (Ã°ÂÂÂ®Ã°ÂÂÂ© R I C K Y Ã°ÂÂÂµÃ°ÂÂÂ¸)
mention, photobooth sengaja teras metro coffee animo masyarakat,12/1/2018 23:54,Twitter,0,@AhmadAlbaers (Ahmad Albar)
rt, hina jokowi habib bahar bin smith terancam penjara,12/1/2018 23:54,Twitter,0,@EmpuzzMieaw (Empuzz)
reply, untung jokowi orang tidak dipecat menteri bahaya orang orde,12/1/2018 23:54,Twitter,0,@Heras_24 (Heras)
rt, birarin enggak diundang acara jokowi undang rakyat indonesia presiden indonesia,12/1/2018 23:54,Twitter,-1,@veraagustian_ (Ã°ÂÂÂ®Ã°ÂÂÂ©ANAK KAMPUNG BAU LISUNG)
reply, stop tipu2 rakyat dunia akhirat,12/1/2018 23:54,Twitter,0,@adyatmaagus1 (adyatmaagus)
rt,,12/1/2018 23:54,Twitter,0,@katerinaKwari (KaterinaKwari.#JokowiMaruf2019/24)
mention, indonesia timur papua skala prioritas agenda pembangunan presiden jokowi,12/1/2018 23:54,Twitter,0,@ShintanySabri (Shintany Sabri)
rt, iwan fals pindah lihat posisi jokowi dibawah par iwan bilang netral iwan sangat,12/1/2018 23:54,Twitter,0,@almawt661 (Almawt66)
mention, semangat jokowi teruslah kontribusi nyata kemajuan bangsa semoga jokowi senantiasa,12/1/2018 23:54,Twitter,0,@Mus_Tikahilda (Hilda Mustika)
rt, bakamla fayakhun dikenalkan orang ngaku keluarga jokowi,12/1/2018 23:54,Twitter,-1,@kokorobet0407 (Koko)
rt, ceramah bahar smith penuh,12/1/2018 23:53,Twitter,0,@HandokoCecep (CE)
rt, enak zaman,12/1/2018 23:53,Twitter,0,@hidayatnoor90 (#2019GantiPresiden)
mention, terimakasih presiden jokowi berkah dana desa desa lebih baik jokowimembangundesa,12/1/2018 23:53,Twitter,0,@LatifaniAnna (Anna Latifani)
mention, nawacita jokowi membangun indonesia dari pinggiran dengan memperkuat daerah desa menjadikan desa maju mandiri,12/1/2018 23:53,Twitter,0,@VeraSartika7 (Vera Sartika)
mention, pk presiden ri terimakasih terwujud fans berat,12/1/2018 23:53,Twitter,0,@YudiPur27288286 (Yudhie malmsteens  oi)
mention, kerja keras dukung jokowi indonesia maju bocimijokowibikinhepi,12/1/2018 23:53,Twitter,0,@Mus_Tikahilda (Hilda Mustika)
mention, presiden ku keren bangga akutu bocimijokowibikinhepi,12/1/2018 23:53,Twitter,-1,@yudhaadipu (yudhaadip)
mention, jokowi sangat mengerti rakyat kerja keras indonesia maju,12/1/2018 23:53,Twitter,0,@Mus_Tikahilda (Hilda Mustika)
rt, klen harus jokowi,12/1/2018 23:53,Twitter,0,@natsbarton (pev Ã°ÂÂÂ«)
reply,,12/1/2018 23:53,Twitter,-1,@Sherwins8 (Sherwins)
rt, presiden bermunculan sayang tidak,12/1/2018 23:53,Twitter,0,@wisma_rini (Wisma Rini)
rt, penjelasan lengkap habib bahar bin smith ceramah jokowi banci,12/1/2018 23:53,Twitter,0,@BangOzie___ (#KamiBersamaHRS)
rt, cian udeh pake teks ttp salah,12/1/2018 23:53,Twitter,0,@melfas80 (MELFAS AL FATH)
